Name,EnergyCost,StarCost,BaseText,UpgradedText
Mad Science,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"{CardType:choose(Attack|Skill|Power):Deal {Damage:diff()} damage{Violence: {ViolenceHits:diff()} times|}.|Gain {Block:diff()} [gold]Block[/gold].|}{HasRider:{Sapping:
Apply {SappingWeak:diff()} [gold]Weak[/gold].
Apply {SappingVulnerable:diff()} [gold]Vulnerable[/gold].|}{Choking:
Whenever you play a card this turn, the enemy loses {ChokingDamage:diff()} HP.|}{Energized:
Gain {EnergizedEnergy:energyIcons()}.|}{Wisdom:
Draw {WisdomCards:diff()} cards.|}{Chaos:
Add a random card into your [gold]Hand[/gold]. It costs 0 {energyPrefix:energyIcons(1)} this turn.|}{Expertise:Gain {ExpertiseStrength:diff()} [gold]Strength[/gold].
Gain {ExpertiseDexterity:diff()} [gold]Dexterity[/gold].|}{Curious:Powers cost {CuriousReduction:diff()} {energyPrefix:energyIcons(1)} less.|}{Improvement:At the end of combat, [gold]Upgrade[/gold] a random card.|}|{CardType:choose(Attack|Skill|Power):
???|
???|???}}","{CardType:choose(Attack|Skill|Power):Deal {Damage:diff()} damage{Violence: {ViolenceHits:diff()} times|}.|Gain {Block:diff()} [gold]Block[/gold].|}{HasRider:{Sapping:
Apply {SappingWeak:diff()} [gold]Weak[/gold].
Apply {SappingVulnerable:diff()} [gold]Vulnerable[/gold].|}{Choking:
Whenever you play a card this turn, the enemy loses {ChokingDamage:diff()} HP.|}{Energized:
Gain {EnergizedEnergy:energyIcons()}.|}{Wisdom:
Draw {WisdomCards:diff()} cards.|}{Chaos:
Add a random card into your [gold]Hand[/gold]. It costs 0 {energyPrefix:energyIcons(1)} this turn.|}{Expertise:Gain {ExpertiseStrength:diff()} [gold]Strength[/gold].
Gain {ExpertiseDexterity:diff()} [gold]Dexterity[/gold].|}{Curious:Powers cost {CuriousReduction:diff()} {energyPrefix:energyIcons(1)} less.|}{Improvement:At the end of combat, [gold]Upgrade[/gold] a random card.|}|{CardType:choose(Attack|Skill|Power):
???|
???|???}}"
Make It So,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
Every {Cards:diff()} {Cards:plural:Skill|Skills} you play in a turn, put this into your [gold]Hand[/gold].","Deal {Damage:diff()} damage.
Every {Cards:diff()} {Cards:plural:Skill|Skills} you play in a turn, put this into your [gold]Hand[/gold]."
Malaise,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Enemy loses X{IfUpgraded:show:+1} [gold]Strength[/gold]. Apply X{IfUpgraded:show:+1} [gold]Weak[/gold].,Enemy loses X{IfUpgraded:show:+1} [gold]Strength[/gold]. Apply X{IfUpgraded:show:+1} [gold]Weak[/gold].
Mangle,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
Enemy loses {StrengthLoss:diff()} [gold]Strength[/gold] this turn.","Deal {Damage:diff()} damage.
Enemy loses {StrengthLoss:diff()} [gold]Strength[/gold] this turn."
Manifest Authority,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Gain {Block:diff()} [gold]Block[/gold].
Add 1 random{IfUpgraded:show: [gold]Upgraded[/gold]} Colorless card into your [gold]Hand[/gold].","Gain {Block:diff()} [gold]Block[/gold].
Add 1 random{IfUpgraded:show: [gold]Upgraded[/gold]} Colorless card into your [gold]Hand[/gold]."
Master of Strategy,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Draw {Cards:diff()} cards.,Draw {Cards:diff()} cards.
Master Planner,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"When you play a Skill, it gains [gold]Sly[/gold].","When you play a Skill, it gains [gold]Sly[/gold]."
Maul,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage twice.
Increase the damage of ALL Maul cards by {Increase:diff()} this combat.","Deal {Damage:diff()} damage twice.
Increase the damage of ALL Maul cards by {Increase:diff()} this combat."
Mayhem,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"At the start of your turn, play the top card of your [gold]Draw Pile[/gold].","At the start of your turn, play the top card of your [gold]Draw Pile[/gold]."
Melancholy,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Gain {Block:diff()} [gold]Block[/gold].
Reduce this card's cost by {Energy:energyIcons()} whenever ANYONE dies.","Gain {Block:diff()} [gold]Block[/gold].
Reduce this card's cost by {Energy:energyIcons()} whenever ANYONE dies."
Memento Mori,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {CalculatedDamage:diff()} damage.
Deals {ExtraDamage:diff()} additional damage for each card discarded this turn.","Deal {CalculatedDamage:diff()} damage.
Deals {ExtraDamage:diff()} additional damage for each card discarded this turn."
Metamorphosis,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Add {Cards:diff()} random Attacks into your [gold]Draw Pile[/gold]. They're free to play this combat.,Add {Cards:diff()} random Attacks into your [gold]Draw Pile[/gold]. They're free to play this combat.
Meteor Shower,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,2,"Deal {Damage:diff()} damage to ALL enemies.
Apply {WeakPower:diff()} [gold]Weak[/gold] and [gold]Vulnerable[/gold] to ALL enemies.","Deal {Damage:diff()} damage to ALL enemies.
Apply {WeakPower:diff()} [gold]Weak[/gold] and [gold]Vulnerable[/gold] to ALL enemies."
Meteor Strike,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
[gold]Channel[/gold] 3 [gold]Plasma[/gold].","Deal {Damage:diff()} damage.
[gold]Channel[/gold] 3 [gold]Plasma[/gold]."
Mimic,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Gain [gold]Block[/gold] equal to the [gold]Block[/gold] on another player.,Gain [gold]Block[/gold] equal to the [gold]Block[/gold] on another player.
Mind Blast,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal damage equal to the number of cards in your [gold]Draw Pile[/gold].{InCombat:
(Deals {CalculatedDamage:diff()} damage)|}","Deal damage equal to the number of cards in your [gold]Draw Pile[/gold].{InCombat:
(Deals {CalculatedDamage:diff()} damage)|}"
Mind Rot,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Draw {MindRotPower:diff()} fewer {MindRotPower:plural:card|cards} each turn.,Draw {MindRotPower:diff()} fewer {MindRotPower:plural:card|cards} each turn.
Minion Dive Bomb,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Deal {Damage:diff()} damage.,Deal {Damage:diff()} damage.
Minion Sacrifice,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Gain {Block:diff()} [gold]Block[/gold].,Gain {Block:diff()} [gold]Block[/gold].
Minion Strike,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
Draw {Cards:diff()} {Cards:plural:card|cards}.","Deal {Damage:diff()} damage.
Draw {Cards:diff()} {Cards:plural:card|cards}."
Mirage,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Gain [gold]Block[/gold] equal to [gold]Poison[/gold] on ALL enemies.{InCombat:
(Gain {CalculatedBlock:diff()} [gold]Block[/gold])|}","Gain [gold]Block[/gold] equal to [gold]Poison[/gold] on ALL enemies.{InCombat:
(Gain {CalculatedBlock:diff()} [gold]Block[/gold])|}"
Misery,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
Apply any debuffs on the enemy to ALL other enemies.","Deal {Damage:diff()} damage.
Apply any debuffs on the enemy to ALL other enemies."
Modded,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Gain {Repeat:diff()} Orb {Repeat:plural:Slot|Slots}.
Draw {Cards:diff()} {Cards:plural:card|cards}. Increase this card's cost by 1.","Gain {Repeat:diff()} Orb {Repeat:plural:Slot|Slots}.
Draw {Cards:diff()} {Cards:plural:card|cards}. Increase this card's cost by 1."
Molten Fist,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
Double the enemy's [gold]Vulnerable[/gold].","Deal {Damage:diff()} damage.
Double the enemy's [gold]Vulnerable[/gold]."
Momentum Strike,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
Reduce this card's cost to 0 {energyPrefix:energyIcons(1)}.","Deal {Damage:diff()} damage.
Reduce this card's cost to 0 {energyPrefix:energyIcons(1)}."
Monarch's Gaze,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Whenever you attack an enemy, it loses {StrengthLoss:diff()} [gold]Strength[/gold] this turn.","Whenever you attack an enemy, it loses {StrengthLoss:diff()} [gold]Strength[/gold] this turn."
Monologue,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Whenever you play a card this turn, gain {Power:diff()} [gold]Strength[/gold] this turn.","Whenever you play a card this turn, gain {Power:diff()} [gold]Strength[/gold] this turn."
Multi-Cast,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,[gold]Evoke[/gold] your rightmost Orb {IfUpgraded:show:X+1|X} times.,[gold]Evoke[/gold] your rightmost Orb {IfUpgraded:show:X+1|X} times.
Murder,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {CalculatedDamage:diff()} damage.
Deals {ExtraDamage:diff()} additional damage for each card drawn this combat.","Deal {CalculatedDamage:diff()} damage.
Deals {ExtraDamage:diff()} additional damage for each card drawn this combat."
Necro Mastery,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"[gold]Summon[/gold] {Summon:diff()}.
Whenever [gold]Osty[/gold] loses HP,
ALL enemies lose that much HP as well.","[gold]Summon[/gold] {Summon:diff()}.
Whenever [gold]Osty[/gold] loses HP,
ALL enemies lose that much HP as well."
Negative Pulse,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Gain {Block:diff()} [gold]Block[/gold].
Apply {DoomPower:diff()} [gold]Doom[/gold] to ALL enemies.","Gain {Block:diff()} [gold]Block[/gold].
Apply {DoomPower:diff()} [gold]Doom[/gold] to ALL enemies."
Neow's Fury,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
Put {Cards:plural:a random card|{:diff()} random cards} from your [gold]Discard Pile[/gold] into your [gold]Hand[/gold].","Deal {Damage:diff()} damage.
Put {Cards:plural:a random card|{:diff()} random cards} from your [gold]Discard Pile[/gold] into your [gold]Hand[/gold]."
Neurosurge,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Gain {Energy:energyIcons()}.
Draw {Cards:diff()} {Cards:plural:card|cards}.
At the start of your turn, apply {NeurosurgePower:diff()} [gold]Doom[/gold] to yourself.","Gain {Energy:energyIcons()}.
Draw {Cards:diff()} {Cards:plural:card|cards}.
At the start of your turn, apply {NeurosurgePower:diff()} [gold]Doom[/gold] to yourself."
Neutralize,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
Apply {WeakPower:diff()} [gold]Weak[/gold].","Deal {Damage:diff()} damage.
Apply {WeakPower:diff()} [gold]Weak[/gold]."
Neutron Aegis,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,5,Gain {PlatingPower:diff()} [gold]Plating[/gold].,Gain {PlatingPower:diff()} [gold]Plating[/gold].
Nightmare,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Choose a card.
Next turn, add 3 copies of that card into your [gold]Hand[/gold].","Choose a card.
Next turn, add 3 copies of that card into your [gold]Hand[/gold]."
No Escape,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Apply {CalculationBase:diff()} [gold]Doom[/gold], plus an additional {CalculationExtra:diff()} [gold]Doom[/gold] for every {DoomThreshold:diff()} [gold]Doom[/gold] already on this enemy.{IsTargeting:
(Apply {CalculatedDoom:diff()} [gold]Doom[/gold])|}","Apply {CalculationBase:diff()} [gold]Doom[/gold], plus an additional {CalculationExtra:diff()} [gold]Doom[/gold] for every {DoomThreshold:diff()} [gold]Doom[/gold] already on this enemy.{IsTargeting:
(Apply {CalculatedDoom:diff()} [gold]Doom[/gold])|}"
Normality,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"You cannot play more than 3 cards this turn.{InCombat:
({CalculatedCards:plural:{} card|{} cards} left)|}","You cannot play more than 3 cards this turn.{InCombat:
({CalculatedCards:plural:{} card|{} cards} left)|}"
Nostalgia,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,The first Attack or Skill you play each turn is placed on top of your [gold]Draw Pile[/gold].,The first Attack or Skill you play each turn is placed on top of your [gold]Draw Pile[/gold].
Noxious Fumes,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"At the start of your turn, apply {PoisonPerTurn:diff()} [gold]Poison[/gold] to ALL enemies.","At the start of your turn, apply {PoisonPerTurn:diff()} [gold]Poison[/gold] to ALL enemies."
Null,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
Apply {WeakPower:diff()} [gold]Weak[/gold].
[gold]Channel[/gold] 1 [gold]Dark[/gold].","Deal {Damage:diff()} damage.
Apply {WeakPower:diff()} [gold]Weak[/gold].
[gold]Channel[/gold] 1 [gold]Dark[/gold]."
Oblivion,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Whenever you play a card this turn, apply {DoomPower:diff()} [gold]Doom[/gold] to the enemy.","Whenever you play a card this turn, apply {DoomPower:diff()} [gold]Doom[/gold] to the enemy."
Offering,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Lose {HpLoss:diff()} HP.
Gain {Energy:energyIcons()}.
Draw {Cards:diff()} cards.","Lose {HpLoss:diff()} HP.
Gain {Energy:energyIcons()}.
Draw {Cards:diff()} cards."
Omnislice,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
Damage ALL other enemies equal to the damage dealt.","Deal {Damage:diff()} damage.
Damage ALL other enemies equal to the damage dealt."
One-Two Punch,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"This turn, your next {Attacks:cond:>1?{Attacks:diff()} Attacks are|Attack is} played an extra time.","This turn, your next {Attacks:cond:>1?{Attacks:diff()} Attacks are|Attack is} played an extra time."
Orbit,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Every {energyPrefix:energyIcons(4)} you spend,
gain {Energy:energyIcons()}.","Every {energyPrefix:energyIcons(4)} you spend,
gain {Energy:energyIcons()}."
Outbreak,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Every {Repeat:plural:time|{Repeat:diff()} times} you apply [gold]Poison[/gold], deal {OutbreakPower:diff()} damage to ALL enemies.","Every {Repeat:plural:time|{Repeat:diff()} times} you apply [gold]Poison[/gold], deal {OutbreakPower:diff()} damage to ALL enemies."
Outmaneuver,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Next turn, gain {Energy:energyIcons()}.","Next turn, gain {Energy:energyIcons()}."
Overclock,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Draw {Cards:diff()} cards.
Add a [gold]Burn[/gold] into your [gold]Discard Pile[/gold].","Draw {Cards:diff()} cards.
Add a [gold]Burn[/gold] into your [gold]Discard Pile[/gold]."
Pact's End,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Can only be played if you have {Cards:diff()} or more {Cards:plural:card|cards} in your [gold]Exhaust Pile[/gold].
Deal {Damage:diff()} damage to ALL enemies.","Can only be played if you have {Cards:diff()} or more {Cards:plural:card|cards} in your [gold]Exhaust Pile[/gold].
Deal {Damage:diff()} damage to ALL enemies."
Pagestorm,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Whenever you draw an [gold]Ethereal[/gold] card, draw {Cards:diff()} {Cards:plural:card|cards}.","Whenever you draw an [gold]Ethereal[/gold] card, draw {Cards:diff()} {Cards:plural:card|cards}."
Pale Blue Dot,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"If you play {CardPlay} or more cards in a turn, draw {Cards:diff()} {Cards:plural:card|cards} at the start of your next turn.","If you play {CardPlay} or more cards in a turn, draw {Cards:diff()} {Cards:plural:card|cards} at the start of your next turn."
Panache,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Every time you play 5 cards in a single turn, deal {PanacheDamage:diff()} damage to ALL enemies.","Every time you play 5 cards in a single turn, deal {PanacheDamage:diff()} damage to ALL enemies."
Panic Button,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Gain {Block:diff()} [gold]Block[/gold].
You cannot gain [gold]Block[/gold] from cards for {Turns:diff()} {Turns:plural:turn|turns}.","Gain {Block:diff()} [gold]Block[/gold].
You cannot gain [gold]Block[/gold] from cards for {Turns:diff()} {Turns:plural:turn|turns}."
Parry,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Whenever you play [gold]Sovereign Blade[/gold], gain {ParryPower:diff()} [gold]Block[/gold].","Whenever you play [gold]Sovereign Blade[/gold], gain {ParryPower:diff()} [gold]Block[/gold]."
Parse,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Draw {Cards:diff()} cards.,Draw {Cards:diff()} cards.
Particle Wall,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,2,"Gain {Block:diff()} [gold]Block[/gold].
Return this card to your [gold]Hand[/gold].","Gain {Block:diff()} [gold]Block[/gold].
Return this card to your [gold]Hand[/gold]."
Patter,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Gain {Block:diff()} [gold]Block[/gold].
Gain {VigorPower:diff()} [gold]Vigor[/gold].","Gain {Block:diff()} [gold]Block[/gold].
Gain {VigorPower:diff()} [gold]Vigor[/gold]."
Peck,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Deal {Damage:diff()} damage {Repeat:diff()} times.,Deal {Damage:diff()} damage {Repeat:diff()} times.
Perfected Strike,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {CalculatedDamage:diff()} damage.
Deals {ExtraDamage:diff()} additional damage for ALL your cards containing “Strike”.","Deal {CalculatedDamage:diff()} damage.
Deals {ExtraDamage:diff()} additional damage for ALL your cards containing “Strike”."
Phantom Blades,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"[gold]Shivs[/gold] gain [gold]Retain[/gold].
The first [gold]Shiv[/gold] you play each turn deals {PhantomBladesPower:diff()} additional damage.","[gold]Shivs[/gold] gain [gold]Retain[/gold].
The first [gold]Shiv[/gold] you play each turn deals {PhantomBladesPower:diff()} additional damage."
Photon Cut,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
Draw {Cards:diff()} {Cards:plural:card|cards}.
Put 1 card from your [gold]Hand[/gold] on top of your [gold]Draw Pile[/gold].","Deal {Damage:diff()} damage.
Draw {Cards:diff()} {Cards:plural:card|cards}.
Put 1 card from your [gold]Hand[/gold] on top of your [gold]Draw Pile[/gold]."
Piercing Wail,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,ALL enemies lose {StrengthLoss:diff()} [gold]Strength[/gold] this turn.,ALL enemies lose {StrengthLoss:diff()} [gold]Strength[/gold] this turn.
Pillage,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
Draw cards until you draw a non-Attack card.","Deal {Damage:diff()} damage.
Draw cards until you draw a non-Attack card."
Pillar of Creation,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Whenever you create a card, gain {Block:diff()} [gold]Block[/gold].","Whenever you create a card, gain {Block:diff()} [gold]Block[/gold]."
Pinpoint,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
Costs 1 less {energyPrefix:energyIcons(1)} for each Skill played this turn.","Deal {Damage:diff()} damage.
Costs 1 less {energyPrefix:energyIcons(1)} for each Skill played this turn."
Poisoned Stab,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
Apply {PoisonPower:diff()} [gold]Poison[/gold].","Deal {Damage:diff()} damage.
Apply {PoisonPower:diff()} [gold]Poison[/gold]."
Poke,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,[gold]Osty[/gold] deals {OstyDamage:diff()} damage.,[gold]Osty[/gold] deals {OstyDamage:diff()} damage.
Pommel Strike,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
Draw {Cards:diff()} {Cards:plural:card|cards}.","Deal {Damage:diff()} damage.
Draw {Cards:diff()} {Cards:plural:card|cards}."
Poor Sleep,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,,
Pounce,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
The next Skill you play costs 0 {energyPrefix:energyIcons(1)}.","Deal {Damage:diff()} damage.
The next Skill you play costs 0 {energyPrefix:energyIcons(1)}."
Precise Cut,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {CalculatedDamage:diff()} damage.
Deals {ExtraDamage:inverseDiff()} less damage for each other card in your [gold]Hand[/gold].","Deal {CalculatedDamage:diff()} damage.
Deals {ExtraDamage:inverseDiff()} less damage for each other card in your [gold]Hand[/gold]."
Predator,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
Next turn, draw 2 cards.","Deal {Damage:diff()} damage.
Next turn, draw 2 cards."
Prepared,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Draw {Cards:diff()} {Cards:plural:card|cards}.
Discard {Cards:diff()} {Cards:plural:card|cards}.","Draw {Cards:diff()} {Cards:plural:card|cards}.
Discard {Cards:diff()} {Cards:plural:card|cards}."
Prep Time,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"At the start of your turn, gain {PrepTimePower:diff()} [gold]Vigor[/gold].","At the start of your turn, gain {PrepTimePower:diff()} [gold]Vigor[/gold]."
Primal Force,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Transform all Attacks in your [gold]Hand[/gold] into [gold]{IfUpgraded:show:Giant Rock+|Giant Rock}[/gold].,Transform all Attacks in your [gold]Hand[/gold] into [gold]{IfUpgraded:show:Giant Rock+|Giant Rock}[/gold].
Production,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Gain {Energy:energyIcons()}.,Gain {Energy:energyIcons()}.
Prolong,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Next turn, gain [gold]Block[/gold] equal to your current [gold]Block[/gold].","Next turn, gain [gold]Block[/gold] equal to your current [gold]Block[/gold]."
Prophesize,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Draw {Cards:diff()} {Cards:plural:card|cards}.,Draw {Cards:diff()} {Cards:plural:card|cards}.
Protector,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"[gold]Osty[/gold] deals {CalculatedDamage:diff()} damage.
Deals additional damage equal to [gold]Osty's[/gold] [gold]Max HP[/gold].","[gold]Osty[/gold] deals {CalculatedDamage:diff()} damage.
Deals additional damage equal to [gold]Osty's[/gold] [gold]Max HP[/gold]."
Prowess,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Gain {StrengthPower:diff()} [gold]Strength[/gold].
Gain {DexterityPower:diff()} [gold]Dexterity[/gold].","Gain {StrengthPower:diff()} [gold]Strength[/gold].
Gain {DexterityPower:diff()} [gold]Dexterity[/gold]."
Pull Aggro,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"[gold]Summon[/gold] {Summon:diff()}.
Gain {Block:diff()} [gold]Block[/gold].","[gold]Summon[/gold] {Summon:diff()}.
Gain {Block:diff()} [gold]Block[/gold]."
Pull from Below,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage for each [gold]Ethereal[/gold] card played this combat.{InCombat:
(Hits {CalculatedHits:diff()} {CalculatedHits:plural:time|times})|}","Deal {Damage:diff()} damage for each [gold]Ethereal[/gold] card played this combat.{InCombat:
(Hits {CalculatedHits:diff()} {CalculatedHits:plural:time|times})|}"
Purity,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Exhaust up to {Cards:diff()} cards in your [gold]Hand[/gold].,Exhaust up to {Cards:diff()} cards in your [gold]Hand[/gold].
Putrefy,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Apply {Power:diff()} [gold]Weak[/gold].
Apply {Power:diff()} [gold]Vulnerable[/gold].","Apply {Power:diff()} [gold]Weak[/gold].
Apply {Power:diff()} [gold]Vulnerable[/gold]."
Pyre,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Gain {Energy:energyIcons()} at the start of each turn.,Gain {Energy:energyIcons()} at the start of each turn.
Quadcast,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,[gold]Evoke[/gold] your rightmost Orb {Repeat:diff()} {Repeat:plural:time|times}.,[gold]Evoke[/gold] your rightmost Orb {Repeat:diff()} {Repeat:plural:time|times}.
Quasar,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,2,Choose 1 of 3 random{IfUpgraded:show: [gold]Upgraded[/gold]|} Colorless cards to add into your [gold]Hand[/gold].,Choose 1 of 3 random{IfUpgraded:show: [gold]Upgraded[/gold]|} Colorless cards to add into your [gold]Hand[/gold].
Radiate,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage to ALL enemies for each {Stars:starIcons()} gained this turn.{InCombat:
(Hits {CalculatedHits:diff()} {CalculatedHits:plural:time|times})|}","Deal {Damage:diff()} damage to ALL enemies for each {Stars:starIcons()} gained this turn.{InCombat:
(Hits {CalculatedHits:diff()} {CalculatedHits:plural:time|times})|}"
Rage,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Whenever you play an Attack this turn, gain {Power:diff()} [gold]Block[/gold].","Whenever you play an Attack this turn, gain {Power:diff()} [gold]Block[/gold]."
Rainbow,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"[gold]Channel[/gold] 1 [gold]Lightning[/gold].
[gold]Channel[/gold] 1 [gold]Frost[/gold].
[gold]Channel[/gold] 1 [gold]Dark[/gold].","[gold]Channel[/gold] 1 [gold]Lightning[/gold].
[gold]Channel[/gold] 1 [gold]Frost[/gold].
[gold]Channel[/gold] 1 [gold]Dark[/gold]."
Rally,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,ALL players gain {Block:diff()} [gold]Block[/gold].,ALL players gain {Block:diff()} [gold]Block[/gold].
Rampage,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
Increase this card's damage by {Increase:diff()} this combat.","Deal {Damage:diff()} damage.
Increase this card's damage by {Increase:diff()} this combat."
Rattle,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"[gold]Osty[/gold] deals {OstyDamage:diff()} damage.
Hits an additional time for each other time he has attacked this turn.{InCombat:
(Hits {CalculatedHits:diff()} {CalculatedHits:plural:time|times})|}","[gold]Osty[/gold] deals {OstyDamage:diff()} damage.
Hits an additional time for each other time he has attacked this turn.{InCombat:
(Hits {CalculatedHits:diff()} {CalculatedHits:plural:time|times})|}"
Reanimate,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,[gold]Summon[/gold] {Summon:diff()}.,[gold]Summon[/gold] {Summon:diff()}.
